label	input	output
0	"Is the question: ""who is elena of avalor"" answered by the document: ""In Mexico, Nena is used as a nickname for Elena and Magdalena, as well as for girls who have the same name as their mother. Meanings and history of the name Nena: | Edit. Nena comes from the Hebrew Magdalena. The meaning is of Magdela. In Aztec mythology it is the name of one of the first two humans: Nata and Nena. It also means girl in Spanish (not to be confused with Nina which means baby) and is an endearing name for a daughter.""? Give an explanation."	false. Explanation:The question is who is Elena of Avalor. The passage is about the name Nena and its meaning.
1	"Is the question: ""how to rename devices in google"" answered by the document: ""1 Visit the Google Play website. 2  Select the gear in the upper-right corner of the screen. 3  Choose â Settings 4  â. If you no longer want a device to be listed, uncheck the â Show in menus â option. 5  If you wish to rename the device, select the â Edit â button, type the new â Nickname â, then select â Update â.henever you use the Google Play website to install an Android app, you are presented with a list where you can âChoose a deviceâ for installation.""? Give an explanation."	true. Explanation:The question is how to rename devices in Google. The passage describes how to rename devices in Google.
0	"Is the question: ""what are some remedies for migraines"" answered by the document: ""While many people feel that certain foods can cause their migraines, the proof that a special diet can stop migraines is not very strong. Diets that take out specific foods, also known as elimination diets, have been looked at in children and adults who have migraine.""? Give an explanation."	false. Explanation:The question is about remedies for migraines. The passage talks about the diet and its effect on migraines.
1	"Is the question: ""how much do police exams sell for"" answered by the document: ""One way you can better prepare yourself is using online practice exams that will better prepare you for police exams. These sell for around $20 to $30 on average, and are loaded with test questions and information on how to answer oral board questions.olice Exam Video Training Course-Police Exam Video home study course will help you get TOP SCORES on the police exam. Satisfaction Guaranteed! If you're preparing to become a police officer now, consider that Criminal Justice Schools are eager for your business.""? Give an explanation."	true. Explanation:The question is about how much police exams sell for. The passage talks about online practice exams that sell for around $20 to $30.
0	"Is the question: ""what level does totodile evolve in pokemon brick bronze"" answered by the document: ""Edit Page Last Edit: 2 years 7 months ago. Some Pokemon can only Evolve if a certain item is used in a specific manner. Sometimes the item must be used at a certain time, certain place, or the Pokemon must hold the item when traded. This area covers all items needed to evolve those specific Pokemon. After evolving a Pokemon with the item, it will be lost forever.""? Give an explanation."	false. Explanation:The question is about the level totodile evolves in Pokemon Brick Bronze. The passage is about Pokemon evolution items.
1	"Is the question: ""what does the word cambria mean"" answered by the document: ""Cambria [cam-bria]â² as a girls' name is pronounced KAM-bree-ah. It is of Latin and Welsh origin, and the meaning of Cambria is the people. Geography name: the Latin form of Cymru, the Welsh name for Wales, derived from cymry. Also the name of a period of prehistoric time (part of the Paleozoic era). See also Kambria.""? Give an explanation."	true. Explanation:The question is what does the word cambria mean. The passage explains the meaning of Cambria.
0	"Is the question: ""what does mira mean in sanskrit"" answered by the document: ""According to âAngkor Watâ the name itself, âAngkorâ derives from a Sanskrit word meaning âholy cityâ.âWatâ of course, in Khmer means âtempleâ.""? Give an explanation."	false. Explanation:The question is what does mira mean in sanskrit. The passage is about the origin of Angkor.
1	"Is the question: ""where is the investec derby festival held"" answered by the document: ""Investec Derby Day. Ranked the greatest flat race in the world and one of Great Britain's most traditional days out. With winnings of Â£1.325m, the Investec Derby has one of the biggest prize in money in UK racing, matched only by the prestige that victory brings.""? Give an explanation."	true. Explanation:The question is where is the Investec Derby festival held. The passage talks about Investec Derby Day and its location.
0	"Is the question: ""how far is fitbit bluetooth range"" answered by the document: ""1 Make sure your laptop has a Bluetooth adapter, whether built-in or an external Bluetooth dongle. ( 2 You can check by looking for a Bluetooth icon in your taskbar or the Control Panel 3  .). Activate the Bluetooth function on the mobile device (usually found under the Settings menu) and set it to be discoverable or visible.onnecting or pairing your laptop with a Bluetooth-enabled device gives you wireless freedom. You can use Bluetooth to transfer files and media, set up a streamlined desk with wireless accessories, print over the air, and even use your Bluetooth-enabled cell phone for Internet access on your laptop.""? Give an explanation."	false. Explanation:The question is about the range of Fitbit Bluetooth. The passage is about the use of Bluetooth in general.
1	"Is the question: ""what foods to avoid for a dog with colitis"" answered by the document: ""Diets that are hypoallergenic have helped some dogs with colitis. Hypoallergenic food means the ingredients aren't as likely to provoke an allergic reaction in dogs. Hypoallergenic commercial dog foods avoid ingredients like corn and wheat, both of which are major allergens for dogs. Instead, the companies often use easier to tolerate sources of fiber, such as rice, barley, oatmeal and even sweet potato.""? Give an explanation."	true. Explanation:The question is what foods to avoid for a dog with colitis. The passage lists foods that are often avoided for dogs with colitis.         Let me know if you'd like me to analyze another passage!
0	"Is the question: ""what vascular tissue forms the bark, and what is the function of bark"" answered by the document: ""Brisket bark is usually not as sweet as pork bark. I like a little bite in my brisket bark, so just a good rub with a little pepper spices is good for me. I do not glaze my brisket. Maybe just spray it with a good au jus during the last couple of hours is good.""? Give an explanation."	false. Explanation:The question is about vascular tissue forming bark and its function. The passage is about brisket bark and how to prepare it.
1	"Is the question: ""what are the ingredients in glucosamine"" answered by the document: ""Syn-flex contains pharmaceutical quality glucosamine sulfate and HCL plus ten other ingredients formulated for maximum pain relief, cartilage protection, inflammation reduction, and overall joint care.yn-flexÂ® Liquid Glucosamine Ingredients. Many joint care products on the market today do not contain either high quality glucosamine or the ingredient amounts that their sellers claim they have.""? Give an explanation."	true. Explanation:The question is what are the ingredients in glucosamine. The passage lists the ingredients in Syn-flex.
0	"Is the question: ""borax insecticide"" answered by the document: ""The polymer used is poly (vinyl alcohol). The monomer has a formula of: 1  Borax is sodium borate, Na 3 BO 3. 2  The borax actually dissolves to form boric acid, H 3 BO 3. 3  This boric acid-borate solution is a buffer with a pH of about 9 (basic).""? Give an explanation."	false. Explanation:The question is about borax insecticide. The passage is about the chemical composition of borax.
1	"Is the question: ""what does carbon black mean in it?"" answered by the document: ""Carbon black (Color Index International, PBK-7) is the name of a common black pigment, traditionally produced from charring organic materials such as wood or bone. It appears black because it reflects very little light in the visible part of the spectrum, with an albedo near zero.""? Give an explanation."	true. Explanation:The question is what does carbon black mean. The passage defines carbon black.
0	"Is the question: ""where is monkey gum trail"" answered by the document: ""Cedar River Trail and May Valley is a 29.7 mile loop trail located near Renton, Washington that features a river. The trail is rated as moderate and primarily used for road biking, trail running & walking. Dogs are also able to use this trail but must be kept on leash.""? Give an explanation."	false. Explanation:The question is about the location of monkey gum trail. The passage is about Cedar River Trail.
1	"Is the question: ""what countries are constitutional monarchy"" answered by the document: ""Chile False; Chile does not have a constitutional or any other kind of monarchy, but the United Kingdom, Norway, Denmark, Sweden and Japan are some countries that do. As d â¦ oes Australia, New Zealand and Canada.""? Give an explanation."	true. Explanation:The question is what countries are constitutional monarchy. The passage lists some countries that are constitutional monarchy.
0	"Is the question: ""legal definition of public school"" answered by the document: ""Letâs break down this definition by identifying ten key features. 1) Marriage is a formal social-legal bond, recognized by society. This public bond has the effect of creating legal obligations and rights between husband and wife, parent and child, and family and community.""? Give an explanation."	false. Explanation:The question is about the legal definition of public school. The passage is about marriage and its legal implications.
1	"Is the question: ""life expectancy rate definition"" answered by the document: ""Mathematically, life expectancy is the mean number of years of life remaining at a given age, assuming constant mortality rates. It is denoted by, which means the average number of subsequent years of life for someone now aged, according to a particular mortality experience.ife expectancy is defined statistically as the average number of years remaining for an individual or a group of people at a given age.""? Give an explanation."	true. Explanation:The question is about life expectancy rate definition. The passage defines life expectancy rate.
0	"Is the question: ""what is postage cost for a letter"" answered by the document: ""Customers can use Forever Stamps for international mail, but since all international prices are higher than domestic prices, customers will need to attach additional postage. The value of the Forever Stamp is the domestic First-Class Mail letter price in effect on the day of use.""? Give an explanation."	false. Explanation:The question is about the cost of postage for a letter. The passage talks about international mail and Forever Stamps.
1	"Is the question: ""when did slavery in america the southern begin"" answered by the document: ""Slavery in the United States was the legal institution of human chattel slavery that existed in the United States of America in the 18th and 19th centuries after it gained independence and before the end of the American Civil War.s the West was developed for settlement, the Southern states wanted to keep a balance between the number of slave and free states, in order to maintain a political balance of power in Congress. The new territories acquired from Britain, France, and Mexico were the subject of major political compromises.""? Give an explanation."	true. Explanation:The question is when did slavery in America the southern begin. The passage talks about the history of slavery in America.
0	"Is the question: ""how much does it cost for h&r block to do my taxes?"" answered by the document: ""At the prompt of the Block Definition dialog box, enter a block name in the Name box. Under Objects, select Convert to Block. Disregard the other options. As selecting delete will erase the original objects used to create the block definition in your drawing, so make sure the Delete option is not selected.t the prompt of the Block Definition dialog box, enter a block name in the Name box. Under Objects, select Convert to Block. Disregard the other options. As selecting delete will erase the original objects used to create the block definition in your drawing, so make sure the Delete option is not selected.""? Give an explanation."	false. Explanation:The question is about the cost of H&R Block to do taxes. The passage is about block definition.
1	"Is the question: ""where is lithuania located on the map"" answered by the document: ""Lithuania-Republic of Lithuania. The Republic of Lithuania is a country in northern Europe. The largest of the three Baltic States situated along the Baltic Sea, it shares borders with âº Latvia to the north, âº Belarus to the southeast, âº Poland and the âº Russian enclave of the Kaliningrad Oblast to the southwest.""? Give an explanation."	true. Explanation:The question is where is lithuania located. The passage describes the location of Lithuania.
0	"Is the question: ""what does myeloma look like"" answered by the document: ""Multiple Myeloma. Multiple myeloma is a cancer of the plasma in the blood. Blood tests in a person with multiple myeloma show many abnormal plasma cells. Patients in the early stages of this disease may not notice any symptoms.""? Give an explanation."	false. Explanation:The question is what does myeloma look like. The passage describes what is multiple myeloma but does not describe its appearance.
1	"Is the question: ""what team does seth curry play on"" answered by the document: ""Grizzlies sign Seth Curry. Tim Cattera/NBAE/Getty Images. MEMPHIS, December 24, 2013 â The Memphis Grizzlies signed guard Seth Curry of the NBA Development Leagueâs Santa Cruz Warriors, the team announced today.""? Give an explanation."	true. Explanation:The question is what team does Seth Curry play on. The passage states that Seth Curry plays for the Memphis Grizzlies.
0	"Is the question: ""can i use bona in my shark steamer mop"" answered by the document: ""  Well, the length of time for an egg to hatch depends on the species of shark. At my aquarium store, we had a banded shark egg hatch after four months and four days in ou â¦ r store. I have no experience with marbled cat shark eggs. 2 people found this useful.""? Give an explanation."	false. Explanation:The question is about using bona in a shark steamer mop. The passage is about shark egg hatching time.
1	"Is the question: ""which beach has the whitest sand in the world"" answered by the document: ""âWhitest sand in the world and its true!â. Review of Hyams Beach. Owner description: Hyams beach is a long beach with spectacular white sand located in Jervis Bay. The best way to get there is to take the White Sands Walk from Greenfield Beach or Vincentia, that way you get to enjoy more than one of Jervis Bayâs spectacular white sand beaches.""? Give an explanation."	true. Explanation:The question is which beach has the whitest sand in the world. The passage mentions Hyams Beach as a beach with the whitest sand in the world.
0	"Is the question: ""parity of responsibility and authority definition"" answered by the document: ""Define third: being next after the second in place or time â third in a sentence being next after the second in place or time; ranking next after the second of a grade or degree in authority or precedenceâ¦ See the full definition""? Give an explanation."	false. Explanation:The question is about the definition of parity of responsibility and authority. The passage is about the definition of third.
1	"Is the question: ""what are the coordinates of memphis tennessee"" answered by the document: ""Welcome to the Memphis google satellite map! This place is situated in Shelby County, Tennessee, United States, its geographical coordinates are 35Â° 8' 58 North, 90Â° 2' 56. West and its original name (with diacritics) is Memphis.""? Give an explanation."	true. Explanation:The question is what are the coordinates of Memphis, Tennessee. The passage provides the coordinates of Memphis, Tennessee.
0	"Is the question: ""what years was the alcatraz federal penitentiary open"" answered by the document: ""The three parts of the Federal Reserve System are the Reserve Banks, the Federal Open Market Committee (FOMC), and the: ABoard of Governors BUnited States Mint CDepartment of the Treasury DSecretary of State.""? Give an explanation."	false. Explanation:The question is about the years the Alcatraz federal penitentiary was open. The passage is about the Federal Reserve System.
1	"Is the question: ""what powershot camera is good for shooting details?"" answered by the document: ""The PowerShot SX410 IS Refurbished camera provides shooting modes that easily give your shots a distinctly artistic feel without the need for any extra lenses and filters. Super Vivid heightens and saturates colors for eye-popping intensity. Poster Effect eliminates gradations between colors for an illustrative feel.""? Give an explanation."	true. Explanation:The question is what powershot camera is good for shooting details. The passage describes the SX410 IS camera and its shooting modes.
0	"Is the question: ""what is glass electrode"" answered by the document: ""SMAW, or stick welding, is the most common form of arc welding. In the process, a stick or electrode is placed at the end of a holder. Using electricity from the power source, an arc is struck between the tip of the electrode and the metal welding surface. The heat of the arc melts the tip of the electrode creating the filler material that is deposited as the electrode is consumed.""? Give an explanation."	false. Explanation:The question is about glass electrode. The passage is about stick welding.
1	"Is the question: ""how long to fry hot wings"" answered by the document: ""When frying wings in a restaurant, they're fried in a large fryer, typically holding 40 - 70 pounds of oil, are gas fired, and recover quickly. When you put 12 - 24 wings in at a time, the temperature of the oil won't drop perceptably. It only takes about 7 minutes to cook them. If you're working at home, like I usually do, I'll place 7-10 wings into my black frying pan, and watch the temperature drop by 30 - 40 degrees. It'll take about 20 minutes for me to cook the wings this way. If you haven't noticed yet, it can be confusing, but don't be put off. Fry your wings in the same pan, with the same amount of oil each time, and you'll figure out what works best for you. 24 Medium, Chicken Wings, Drums and Flappers.""? Give an explanation."	true. Explanation:The question is how long to fry hot wings. The passage describes the time it takes to fry hot wings in a restaurant and at home.
0	"Is the question: ""how is eculizumab produced"" answered by the document: ""Ranvier also produced a major study on cicatrization. With the French bacteriologist AndrÃ©-Victor Cornil (1837â1908) he produced a manual of histopathology that ranks as one of the landmarks of medicine in the 19th century.""? Give an explanation."	false. Explanation:The question is about how eculizumab is produced. The passage is about the history of histopathology.
1	"Is the question: ""what is binge eating disorder"" answered by the document: ""Binge eating disorder ( BED ) is an eating disorder characterized by recurrent episodes of eating large quantities of food ( often very quickly and to the point of discomfort ) ; a feeling of a loss of control during the binge ; experiencing shame , distress or guilt afterwards ; and not regularly using unhealthy compensatory measures ( e.g. , ...""? Give an explanation."	true. Explanation:The question is what is binge eating disorder. The passage describes the characteristics of binge eating disorder.
0	"Is the question: ""what is snap digital"" answered by the document: ""I applied online. The process took 5 days. I interviewed at Snap Diagnostics. Interview. Applied and was called for a phone interview with Debbie, after that I was invited for a second in person interview with the head of Snap.""? Give an explanation."	false. Explanation:The question is about what is snap digital. The passage is about the interview process of Snap Diagnostics.
1	"Is the question: ""where is hornfels formed"" answered by the document: ""Whangarei Heads, Tokatoka (Kaipara area), Paritu (northern Coromandel Peninsula), west Nelson area. Hornfels is a metamorphic rock formed by the contact between mudstone / shale, or other clay-rich rock, and a hot igneous body, and represents a heat-altered equivalent of the original rock.hangarei Heads, Tokatoka (Kaipara area), Paritu (northern Coromandel Peninsula), west Nelson area. Hornfels is a metamorphic rock formed by the contact between mudstone / shale, or other clay-rich rock, and a hot igneous body, and represents a heat-altered equivalent of the original rock.""? Give an explanation."	true. Explanation:The question is where is hornfels formed. The passage describes where hornfels is formed.
0	"Is the question: ""what disney movie is princess giselle from"" answered by the document: ""Viv's putting her movie star genes to work! Brad Pitt and Angelina Jolie's adorable 5-year-old daughter Vivienne Pitt is a natural as young Princess Aurora beside her famous mom in new stills released from the upcoming Disney thriller Maleficent. Credit: Frank Connor/Disney.""? Give an explanation."	false. Explanation:The question is about Princess Giselle. The passage is about Princess Aurora.
1	"Is the question: ""how much is spirit airlines worth"" answered by the document: ""I was charge $59.95 on 11/29/13 without my knowledge by Spirit Airlines to maintain my $9 Club Fair annual membership with them.""? Give an explanation."	true. Explanation:The question is about the worth of spirit airlines. The passage talks about a charge made by spirit airlines.
0	"Is the question: ""are there venemous frogs tree"" answered by the document: ""The Candlenut Tree is a State Tree because of its many uses, the candlenut tree is used for medicine, candy and other uses.""? Give an explanation."	false. Explanation:The question is about venomous frogs in trees. The passage is about the candlenut tree.
1	"Is the question: ""what year did the han dynasty adopted confucianism"" answered by the document: ""During the Qin Dynasty (also know as the Imperial Era), after the unification of China in 221 B.C., Legalism became ascendant at the expense of the Mohist and Confucianist schools, although the Han Dynasty (206 B.C. - A.D. 220) adopted Taoism and later Confucianism as official doctrine.""? Give an explanation."	true. Explanation:The question is when the Han dynasty adopted Confucianism. The passage states that the Han dynasty adopted Confucianism.
0	"Is the question: ""is hellevator cancelled"" answered by the document: ""1 Flights are unlikely to be cancelled between Charlotte and Cancun. 2  Flights from Charlotte to Cancun are typically delayed by 38 mins.  The Boeing 737-400 is the most popular aircraft used for flights between Charlotte and Cancun.""? Give an explanation."	false. Explanation:The question is about the cancellation of hellevator. The passage is about flights between Charlotte and Cancun.
1	"Is the question: ""what does point break"" answered by the document: ""Point breaks are often similar to beach breaks, specifically if there is a long âsand coveâ style break. These will often have an inside bank with smaller waves that are ideal for beginners. When you are looking at a break that has no inside bank look at the end of the waves, the will generally be slower and great for you to surf as a beginner.""? Give an explanation."	true. Explanation:The question is what is point break. The passage describes what is point break.
0	"Is the question: ""where in pa is allegheny valley hospital"" answered by the document: ""1 Messiah College, PA. 2  Dickinson College, PA. 3  Harrisburg University of Science and Technology, PA. 4  Harrisburg Area Community College, PA. 5  Central Pennsylvania College, PA.  Carlisle Barracks, PA.""? Give an explanation."	false. Explanation:The question is where is Allegheny Valley Hospital in PA. The passage is about other colleges and military base in PA.
1	"Is the question: ""what stone evolves eevee into umbreon"" answered by the document: ""The first three to be introduced in the first generation are Vaporeon, Jolteon and Flareon, which evolve from Eevee through the use of a Water Stone, Thunderstone, and Fire Stone, respectively. Two more Eeveelutions were later introduced: Espeon and Umbreon.""? Give an explanation."	true. Explanation:The question is what stone evolves eevee into umbreon. The passage describes the stones that evolve Eevee into other Eeveelutions.
0	"Is the question: ""what is the best age to retire and get full benefits"" answered by the document: ""If you will reach full retirement age in 2015, you may earn up to $3,490 per month without losing any of your benefits. But for every $3 you earn over that amount in any month, you will lose $1 in Social Security benefits. Beginning in the month you reach full retirement age, you become eligible to earn any amount without penalty.""? Give an explanation."	false. Explanation:The question is about the best age to retire and get full benefits. The passage talks about the benefits of reaching full retirement age.
1	"Is the question: ""home treatment for gout"" answered by the document: ""Some Home Remedies for Gout. 1  Try apple cider vinegar â Helping to make the body more alkaline, apple cider vinegar has become a well-known proven solution for countless ailments, including gout. 2  Baking Soda â Among other home remedies for gout is the use of baking soda. Mixing baking soda in water can effectively relieve pain almost instantly, though it may take 1-2 days. Mix 1/2 teaspoon baking soda in 8 oz. of water and drink it in one sitting.""? Give an explanation."	true. Explanation:The question is about home treatment for gout. The passage provides home remedies for gout.
0	"Is the question: ""what are 3 elements that are very reactive nonmetals"" answered by the document: ""Nonmetals are more reactive with metals than with other nonmetals. For example, chlorine acts on sodium forming sodium chloride, and oxygen acts on sodium forming sodium oxide, but chlorine does not react with oxygen.""? Give an explanation."	false. Explanation:The question is about 3 reactive nonmetals. The passage talks about the reactivity of chlorine and oxygen with sodium.
1	"Is the question: ""cast of martian"" answered by the document: ""Based on a best-selling novel, and helmed by master director Ridley Scott, THE MARTIAN features a star studded cast that includes Jessica Chastain, Kristen Wiig, Kate Mara, Michael PeÃ±a, Jeff Daniels, Chiwetel Ejiofor, and Donald Glover. (C) Fox.""? Give an explanation."	true. Explanation:The question is about the cast of the movie The Martian. The passage lists the cast of the movie.
0	"Is the question: ""what instruments is played beethoven"" answered by the document: ""That question made my day.LOL I'm sorry I just even if you are young...you should know that was in the 1800's. Ludwig van Beethoven was born in Germany in 1770 and died in 1827 at the age of 56. I have a friend who likes to visit cemeteries . She went to a cave in Germany and as she entered the dar depths she heard great music played on an organ . Rounding a bend there sat Beethoven , playing weird sounding music unheard before . Approaching him she asked ,  Are you not dead and what is that weird music you are playing..""? Give an explanation."	false. Explanation:The question is what instruments Beethoven played. The passage is about Beethoven's life and music.
1	"Is the question: ""define tree farm"" answered by the document: ""Definition of tree farm. : an area of forest land managed to ensure continuous commercial production.""? Give an explanation."	true. Explanation:The question is what is a tree farm. The passage defines a tree farm.        Please provide the passage you want me to evaluate.
0	"Is the question: ""what was tom brady's wonderlic score"" answered by the document: ""Tom Cruise's Salary $50 Million Per Year Tom Cruise Net Worth, salary and career earnings: Tom Cruise is an American actor and producer who has a net worth of $570 million. Over the last three decades, Tom Cruise has starred in dozens of major blockbuster movies and is generally considered one of the biggest stars in Hollywood.""? Give an explanation."	false. Explanation:The question is about Tom Brady's Wonderlic score. The passage is about Tom Cruise.
1	"Is the question: ""what does the indirect hiv elisa test detect"" answered by the document: ""1 Enzyme-linked immunosorbent assay (ELISA) . 2  This test is usually the first one used to detect infection with HIV. 3  If antibodies to HIV are present (positive), the test is usually repeated to confirm the diagnosis. 4  If ELISA is negative, other tests are not usually needed.hese tests include: 1  Enzyme-linked immunosorbent assay (ELISA) . 2  This test is usually the first one used to detect infection with HIV. 3  If antibodies to HIV are present (positive), the test is usually repeated to confirm the diagnosis. 4  If ELISA is negative, other tests are not usually needed.""? Give an explanation."	true. Explanation:The question is what does the indirect HIV ELISA test detect. The passage describes the indirect HIV ELISA test and its purpose.
0	"Is the question: ""salary of a criminologist in california"" answered by the document: ""Registered Nurse Salary in Sacramento, CA. In 2012, registered nurse salary in Sacramento California was $107,710 per year, or about $51 per hour. The average wage for registered nurses across California is $91,000 per year. Meaning, RNs in Sacramento earn $16,000 more than the average California registered nurse. Thatâs why there has been a growing demand for high quality registered nurse programs in Sacramento over the last 10 years.""? Give an explanation."	false. Explanation:The question is about the salary of a criminologist in California. The passage is about the salary of a registered nurse in California.
1	"Is the question: ""cubs wrigley"" answered by the document: ""chicago cubs at wrigley field With its ivy-covered outfield walls and hand-operated scoreboard looming over the center-field stands, Wrigley Field is arguably MLBâs most iconic park. Dubbed âThe Friendly Confinesâ by the late Ernie Banks, the stadium opened in 1914.""? Give an explanation."	true. Explanation:The question is about cubs wrigley. The passage talks about the Chicago Cubs and Wrigley Field.
0	"Is the question: ""who is california's governor"" answered by the document: ""The Chief Executive of the state of California is the elected  governor. In July of 2014, the governor of California was Jerry  Brown.""? Give an explanation."	false. Explanation:The question is who is California's governor. The passage is about the history of the governor of California.
1	"Is the question: ""etta james how she died"" answered by the document: ""Etta James, 'At Last' Singer, Dies at 73. 1  Etta James, the singer who found her greatest success with the 1961 hit At Last, died Friday morning due to complications from leukemia. She was 73.""? Give an explanation."	true. Explanation:The question is how Etta James died. The passage states that Etta James died due to complications from leukemia.         Let me know if you'd like me to analyze another passage!
0	"Is the question: ""who plays cindy lou who"" answered by the document: ""Lou Ann's baby, Dwayne Ray, is born on the 1st of January. Lou Ann's mother and grandmother come to visit and Angel moves back in to give the appearance of a good marriage. While Angel is out, Lou Ann's grandmother gives her a coke bottle full of cloudy water from the Tug Fork River in Kentucky, for Dwayne Ray's baptism.""? Give an explanation."	false. Explanation:The question is who plays Cindy Lou Who. The passage is about a different story.
1	"Is the question: ""who was called the white ghost"" answered by the document: ""A White Lady is a type of female ghost dressed in all white reportedly seen in rural areas and associated with some local legend of tragedy. While White Lady legends are found in many countries around the world, they are most prominent in parts of the United States, Ireland and Great Britain.""? Give an explanation."	true. Explanation:The question is who was called the white ghost. The passage describes a White Lady, a type of female ghost.
0	"Is the question: ""how deep should topsoil be to grow grass"" answered by the document: ""When choosing to install a new lawn, learning how to plant grass seed can be an excellent way to save money and ensure that your grass grows from outstanding, high quality seed stock. Once you have made the choice to grow your lawn from seed, it will be important to grade and prepare the soil before you plant it.""? Give an explanation."	false. Explanation:The question is about how deep topsoil should be to grow grass. The passage talks about preparing the soil for planting.
1	"Is the question: ""who wrote the iron druid"" answered by the document: ""The Iron Druid Chronicles. The Iron Druid Chronicles is a series of urban fantasy novels, written by Kevin Hearne and published by Del Rey Books. All the books including short stories have recorded Audiobooks narrated by Luke Daniels (for the US) and Christopher Ragland (for the UK market). 1 Synopsis.""? Give an explanation."	true. Explanation:The question is who wrote the Iron Druid. The passage states that Kevin Hearne wrote the Iron Druid Chronicles.
0	"Is the question: ""staph infection of the eyelid symptoms"" answered by the document: ""Story at-a-glance 1  +. MRSA, or Methicillin-resistant Staphylococcus aureus, is a common strain of bacteria found in most animals. 2  Ordinarily a staph infection is harmless and easily treated, however, when these bacteria undergo genetic mutation they become resistant to even the strongest antibiotics available. Ordinarily a staph infection is harmless and easily treated, however, when these bacteria undergo genetic mutation they become resistant to even the strongest antibiotics available. 2  This makes them potentially deadly. 3  Initially a MRSA infection looks like any other skin infection.""? Give an explanation."	false. Explanation:The question is about staph infection of the eyelid symptoms. The passage is about MRSA.
1	"Is the question: ""types of greenhouse gases"" answered by the document: ""earth s greenhouse gases even though only a tiny amount of the gases in earth s atmosphere are greenhouse gases they have a huge effect on climate there are several different types of greenhouse gases the major ones are carbon dioxide water vapor methane and nitrous oxideall of these have molecules with three or more atomsarth s greenhouse gases even though only a tiny amount of the gases in earth s atmosphere are greenhouse gases they have a huge effect on climate there are several different types of greenhouse gases the major ones are carbon dioxide water vapor methane and nitrous oxide""? Give an explanation."	true. Explanation:The question is about types of greenhouse gases. The passage lists several types of greenhouse gases.
0	"Is the question: ""what is the distance an object travels per unit of time"" answered by the document: ""Earth's orbit. Earth's orbit is the path through which the Earth travels around the Sun. The average distance between the Earth and the Sun is 149.60 million kilometers (92.96 million miles), and a complete orbit occurs every 365.256 days (1 sidereal year), during which time Earth travels 940 million kilometers (584 million miles). Earth's orbit has an eccentricity of 0.0167.""? Give an explanation."	false. Explanation:The question is about distance traveled per unit of time. The passage is about Earth's orbit.
1	"Is the question: ""cost of replacement temperature sensor"" answered by the document: ""Parts: $31 - $55. The average cost for an engine coolant temperature sensor replacement is between $119 to $168. Labor costs are estimated between $88 to $113 while parts are priced between $31 to $55. Get a personalized estimate based on your location and specific car.Estimate does not include taxes and fees.lso, a defective coolant sensor will not signal the power train control module (PCM) to operate the cooling fans, which may cause the vehicle to overheat. The Check Engine Light may illuminate with a fault code set for the engine coolant temperature sensor.""? Give an explanation."	true. Explanation:The question is about the cost of replacement temperature sensor. The passage describes the cost of the replacement.
0	"Is the question: ""define materialization"" answered by the document: ""Define Mini. The Define series is reaching new heights in combining stylish, contemporary design with maximum functionality and noise absorbing features. The minimalistic, yet stunning front panel design, fitted with noise absorbing material on the inside, creates an aura of exclusivity.""? Give an explanation."	false. Explanation:The question is about materialization. The passage is about a product design.
1	"Is the question: ""how to raise ph & alkalinity in pool water"" answered by the document: ""How To Raise PH In Pool. Aerate to Raise pH. Aeration is also another way of raising pool pH. Turn your water features on and point water jets towards the surface. You can even add pipes on top of the jets and direct the water towards the surface. Anything that will get water on the surface moving.""? Give an explanation."	true. Explanation:The question is how to raise ph & alkalinity in pool water. The passage describes how to raise pool pH.
0	"Is the question: ""launch credit union routing number"" answered by the document: ""Routing number for Emerald Coast Credit Union. Routing number for Emerald Coast Credit Union is a 9 digit bank code used for various bank transactions such as direct deposits, electronic payments, wire transfers, check ordering and many more. Routing numbers are also known as bank routing numbers, routing transit numbers (RTNs), ABA numbers, ACH routing numbers.""? Give an explanation."	false. Explanation:The question is about launch credit union routing number. The passage is about Emerald Coast Credit Union routing number.
1	"Is the question: ""where did the word ditto come from"" answered by the document: ""(June 2010). The ditto mark (â³) is a typographic symbol indicating that the word(s) or figure(s) above it are to be repeated. For example: The word ditto comes from the Tuscan language, where it is the past participle of the verb dire (to say), with the meaning of âsaidâ, as in the locution âthe said storyâ. The first recorded use of ditto with this meaning in English occurs in 1625.""? Give an explanation."	true. Explanation:The question is where did the word ditto come from. The passage explains the origin of the word ditto.
0	"Is the question: ""what is rhody a nickname"" answered by the document: ""Valerie is also used as a nickname for Valeria. Both are often shortened to Val. Valery valÃ©ry Or valery is a masculine given name in parts Of (europe particularly In france And), russia as well as a common surname In francophone. countriesook up Valerie in Wiktionary, the free dictionary. Valerie is almost always a feminine given name in English, derived directly from the French Valerie (valÃ©rie a-female only) name and ultimately from The Latin. Valeria valerie is also used as a nickname For. valeria""? Give an explanation."	false. Explanation:The question is what is rhody a nickname. The passage is about the name Valerie and its different forms.
